"seqnames","start","end","width","strand","no.cpgs","min_smoothed_fdr","Stouffer","HMFDR","Fisher","maxdiff","meandiff","overlapping.genes"
"chr14",42078901,42079246,346,"*",3,1.51639146265907e-05,7.77884675295334e-06,0.00102652899873452,1.68154805606575e-05,0.0591766697736717,0.0458548407541761,"LRFN5"
"chr19",30934550,30935177,628,"*",3,1.51857386682558e-05,3.12018163576456e-06,0.00157624728731931,9.29318246725351e-06,-0.129448799634276,-0.117837418582817,"ZNF536"
"chr1",7531719,7532211,493,"*",2,1.52064994719387e-05,3.65541868495366e-06,0.000570961217742988,7.79223801261948e-06,0.0930352759894013,0.084557683715136,"CAMTA1"
"chr2",131046122,131046551,430,"*",4,1.52147571691702e-05,4.43523579968544e-05,0.00050283347392222,2.58820530710403e-05,-0.141859236184399,-0.071477654089781,NA
"chr15",76630095,76630660,566,"*",5,1.52251820739078e-05,2.34081727325388e-06,0.00184297348116353,9.64163633628226e-06,0.10214428745236,0.0644154153526407,"ISL2"
"chr3",38936985,38937304,320,"*",2,1.52304807322347e-05,2.26346984290005e-05,0.00014744656441067,2.12263308629965e-05,-0.226349021495331,-0.167786148454924,"SCN11A"
"chr12",6691577,6691805,229,"*",3,1.52826566274359e-05,1.00553095753876e-05,0.000376533287375551,1.58652178362626e-05,0.109872919197151,0.0666511435564471,"RP5-940J5.6, CHD4"
"chr2",101766314,101766586,273,"*",2,1.53060305755716e-05,1.30602410936012e-05,0.000386249171281097,2.09831518443844e-05,-0.10042417871663,-0.0853177221981583,"TBC1D8"
"chr10",124402673,124403063,391,"*",5,1.53338258108504e-05,3.834260276741e-06,0.00132265413261217,8.86334313343501e-06,-0.184339001922972,-0.102855897897301,"DMBT1"
"chr2",129104464,129106448,1985,"*",5,1.53460859393433e-05,2.05896768128917e-07,0.000211749662244668,5.37507701131012e-08,0.154463775294806,0.0885722180725392,NA
"chr22",38221009,38221618,610,"*",3,1.53648380698577e-05,5.17254330843887e-05,0.000415537373504835,2.26141529739133e-05,0.119172678451041,0.060153847671302,"GALR3"
"chr12",122518089,122519951,1863,"*",4,1.53709634285298e-05,4.66522813455051e-07,0.000507772443417796,1.52971710835756e-07,0.137110962622909,0.0865929231256981,"MLXIP"
"chr3",42727160,42727915,756,"*",5,1.53975059215045e-05,0.000194263251765686,0.00547146267452377,5.52603407652161e-05,0.126842024263522,0.070339442401992,"KLHL40"
"chr11",15962841,15963167,327,"*",5,1.54165701587349e-05,1.37667255695046e-06,0.00371423011675107,5.98842917738167e-06,0.100360617832518,0.0773490665774412,NA
"chr15",58782685,58782688,4,"*",2,1.54548991241289e-05,4.39694719725715e-06,0.000709736645848988,9.39914647241049e-06,0.159226896474872,0.155394101366306,"LIPC, ALDH1A2, RP11-355N15.1"
"chr11",2721799,2722613,815,"*",21,1.54984570248719e-05,6.8916821339291e-07,0.0364832386659152,3.54906987920161e-06,-0.0666667387262026,-0.0177101814441759,"KCNQ1"
"chr10",6472778,6472833,56,"*",2,1.55037946960534e-05,0.00023723852372922,5.33956557661562e-05,2.97422408180517e-05,-0.195262100128819,-0.117239424303591,"PRKCQ"
"chr17",18163844,18164442,599,"*",6,1.55516632628636e-05,0.000273734949497577,0.0021784860898051,6.96401439160418e-05,-0.0252217484227042,-0.00811440721256084,"MIEF2"
"chr20",59540271,59541232,962,"*",2,1.55634922204814e-05,6.4527134236917e-07,0.000171645752924246,1.40390120986524e-06,-0.214571683832374,-0.214013537665754,NA
"chr1",228657381,228657762,382,"*",4,1.5564571566334e-05,1.58853344977549e-06,0.00722807667358752,9.16733264973985e-06,0.146105906286918,0.0982372914899494,NA
"chr11",20384886,20385561,676,"*",10,1.55821965942543e-05,8.65707456569137e-05,0.000386222531967073,2.71597850430963e-05,-0.155804423829101,-0.024834195308118,"HTATIP2"
"chr2",2402353,2402636,284,"*",2,1.56001541720706e-05,4.94361999547961e-06,0.000591421300270932,1.01414161075548e-05,-0.163206374033838,-0.148710708741305,NA
"chr15",93316104,93316187,84,"*",2,1.56077564821772e-05,2.83359313675161e-05,9.07091239544294e-05,1.77407370607334e-05,-0.212004379407338,-0.141328685563172,"FAM174B"
"chr12",6960042,6960622,581,"*",8,1.56122214600157e-05,0.000384561485601769,0.00233723629358963,6.48955890323474e-05,-0.134618663601938,-0.0334974783818655,"CDCA3"
"chr12",113787113,113787273,161,"*",2,1.5669048606147e-05,7.373035653255e-06,0.000251575732415478,1.18544513626439e-05,0.11755639077263,0.088722546558121,"SLC8B1"
"chr15",74556873,74557537,665,"*",3,1.56768913675357e-05,4.44850866641509e-06,0.000967803756777596,1.00371056921796e-05,0.163012212573676,0.0999911445299876,"CCDC33"
"chr15",26874098,26875014,917,"*",6,1.56821579464768e-05,7.11230764712909e-07,0.00710627376916103,3.00796870059776e-06,-0.155159688627046,-0.0958022948675249,"GABRB3"
"chr7",157643722,157644273,552,"*",4,1.57064470311574e-05,2.38057107985979e-06,0.00533180903991591,1.16827762658619e-05,-0.124011923598515,-0.0922760859939346,"PTPRN2"
"chr22",46366859,46367703,845,"*",3,1.57506589280679e-05,1.84230695691492e-06,0.000593347596900775,4.57312036534452e-06,0.197135221944612,0.119592708107666,"WNT7B"
"chr7",178613,178952,340,"*",2,1.57872562070729e-05,7.99657975323904e-06,0.000902164797944469,1.64792871759922e-05,-0.136582128919232,-0.134456234736038,NA
"chr2",7597256,7597305,50,"*",2,1.57895095417187e-05,4.47501497684778e-06,0.00071664461437284,9.55422610023717e-06,0.119386694206695,0.116325465291781,NA
"chr14",95234965,95235489,525,"*",4,1.57912283854686e-05,2.57758683447302e-06,0.00370026553778107,1.15666277979252e-05,0.124954452008804,0.0659521917163358,"GSC"
"chr14",95876455,95877009,555,"*",3,1.57955940678805e-05,1.56441698804721e-06,0.00215474677249927,5.79866643038907e-06,0.113412151336679,0.0978912043761048,NA
"chr6",27228101,27228330,230,"*",4,1.58357109649488e-05,0.00130668544910588,8.12668685894516e-05,5.67109332029553e-05,0.143369087099642,0.0729790656794486,NA
"chr20",61508481,61508590,110,"*",3,1.58636926095666e-05,2.98189785359935e-06,0.00159827193456391,8.09551394777005e-06,0.101471728910735,0.0809629462947785,NA
"chr5",148758791,148759090,300,"*",7,1.58785758416166e-05,3.63088990687161e-05,0.000448127129900031,2.22886651258018e-05,0.123575351971774,0.0342788098572857,"IL17B"
"chr9",100070007,100070423,417,"*",3,1.59043019686085e-05,5.03437355337871e-06,0.0016292025422143,1.20305239330909e-05,0.145703439439353,0.115593522335843,"CCDC180, RP11-23J9.4"
"chr16",3085468,3085982,515,"*",5,1.59421286388012e-05,3.42849441615171e-05,0.00222374233086285,3.18121903333359e-05,0.125337505412565,0.0683816404839109,"RP11-473M20.5, CCDC64B"
"chr8",23559839,23559988,150,"*",2,1.59421286388012e-05,3.20505085244127e-05,0.000290947118460677,3.80262405842337e-05,0.167831179786974,0.109368906851169,"NKX2-6"
"chr3",134090463,134090737,275,"*",2,1.59470774138505e-05,8.88735035552624e-06,0.000256808585928893,1.38381182296777e-05,0.101473516103581,0.0964607705831957,"AMOTL2"
"chr15",100272142,100272751,610,"*",2,1.59762471124303e-05,1.38573905037847e-05,0.000644459240337735,2.48184604693329e-05,0.130808332059006,0.121262388102304,"LYSMD4"
"chr15",41218984,41219486,503,"*",3,1.60076014792098e-05,9.76918252849619e-06,0.00191567271556087,2.50234494534693e-05,-0.108446533209914,-0.0744640641230176,NA
"chr4",187984412,187985472,1061,"*",5,1.60326647122814e-05,4.02928608464168e-08,0.00193401305067204,3.63360653396653e-07,-0.119414157638641,-0.101347063459124,NA
"chr5",307799,308627,829,"*",4,1.60343669939542e-05,0.00032135728806018,0.000295128000848602,2.95548804956152e-05,-0.158457519620156,-0.0218943391096363,"PDCD6, AHRR"
"chr15",27114644,27114748,105,"*",2,1.60430905137684e-05,1.26851332144613e-05,0.000417984897101629,2.09205531476302e-05,-0.13684652597138,-0.122945713634032,"GABRA5, GABRB3"
"chr19",50983986,50984040,55,"*",2,1.60538209532847e-05,0.000259039251585025,5.52020725029289e-05,3.19711315029111e-05,0.121795251724709,0.0495583073380791,"EMC10, CTD-2545M3.2"
"chr7",121512781,121513065,285,"*",4,1.60674466962228e-05,0.000146349716332879,0.000201717754757747,3.65417090915657e-05,0.141422600893898,0.0385241873113784,NA
"chr17",80196719,80197062,344,"*",3,1.60710067324626e-05,5.73097655228531e-06,0.00267594069660123,1.77929423545402e-05,-0.0960522454026365,-0.0631313551776079,"SLC16A3, CSNK1D"
"chr6",166205200,166205611,412,"*",4,1.61005788992239e-05,1.39385081454084e-06,0.00430485826954332,6.30793185424147e-06,-0.164311576903395,-0.124407441922124,"PDE10A"
"chr2",85751921,85752248,328,"*",2,1.61415269983802e-05,5.61977722564101e-06,0.000517077089470358,1.114195107128e-05,-0.139787319521159,-0.0974568958569892,NA
"chr17",35084975,35085134,160,"*",2,1.62399329106063e-05,5.37031037716454e-06,0.000488607049808764,1.05726869633448e-05,0.111946666530106,0.107554924424398,NA
"chr5",1886828,1887583,756,"*",5,1.62486411981469e-05,3.08463979696335e-06,0.00574047946835829,1.109711823332e-05,0.0957069973695134,0.0588419171494966,"CTD-2194D22.4, IRX4"
"chr20",37554817,37555378,562,"*",7,1.62644851169885e-05,4.18974857517612e-05,0.00331543425636384,1.20305239330909e-05,-0.023694250603306,-0.00962618252656938,"FAM83D"
"chr16",58018880,58019359,480,"*",4,1.62770112547437e-05,5.93462144371743e-06,0.00228973966914446,1.48593381129372e-05,0.130498978254589,0.0753640695336405,"TEPP"
"chr2",86012225,86012847,623,"*",2,1.62916737181176e-05,1.79494229694182e-06,0.000448486942880625,4.0394333570647e-06,0.14039099338024,0.126894106201077,"ATOH8"
"chr12",114887095,114887657,563,"*",2,1.63560318422277e-05,8.80564015990949e-05,0.00320438106639404,0.000160062666311148,-0.0990012209575291,-0.0872472552431029,NA
"chr16",936480,936993,514,"*",2,1.64249122975122e-05,5.11698462794075e-06,0.00073729241535057,1.07922869295925e-05,0.172538896565678,0.128821862707914,"LMF1"
"chr1",27240319,27240694,376,"*",6,1.6462530160273e-05,0.00151723645141389,0.00136085957955542,4.87209233214146e-05,-0.150645823195456,-0.0660949183271901,"NUDC, NR0B2"
"chr10",135029782,135030815,1034,"*",4,1.64842164954158e-05,2.93650610297903e-05,0.00110711714888232,8.3511318081252e-06,-0.185449109489498,-0.12143957001735,"KNDC1"
"chr1",229480001,229480105,105,"*",2,1.64951205595529e-05,2.27982337647591e-05,0.00121827423636946,4.2318486451682e-05,0.126904111040007,0.114500045038842,NA
"chr1",196578534,196578917,384,"*",3,1.65157727054681e-05,3.36582761235548e-05,0.000799062386450394,4.78559826184542e-05,-0.168527293222302,-0.0842412363682507,NA
"chr9",109622627,109623731,1105,"*",6,1.65465526468436e-05,1.75222064148915e-07,0.00637557007405472,1.52467779437735e-06,0.0945452803721727,0.0550349062929004,NA
"chr15",93977844,93978246,403,"*",2,1.65569751276825e-05,1.07893266694502e-05,0.000278924700178045,1.65296303724915e-05,-0.149125820795212,-0.140831801723384,"RP11-266O8.1"
"chr6",27559924,27560507,584,"*",4,1.65570736642152e-05,0.000111200865064549,0.00146654659585772,4.29376697731246e-05,0.165519728204934,0.0914309347763737,NA
"chr10",5566260,5566908,649,"*",7,1.6557414414633e-05,4.94739271589977e-06,0.00244879990875629,1.8008823491999e-05,-0.143987340037603,0.0392061329035808,"CALML3-AS1"
"chr8",47156401,47156687,287,"*",2,1.66491087144241e-05,2.5562605492434e-05,0.000152916407821463,2.35861577793738e-05,-0.231777442222615,-0.160946325843569,NA
"chr1",160369363,160369972,610,"*",4,1.66907691461765e-05,2.5157895394156e-05,0.00227370009798264,4.24647620203567e-05,0.159165644827924,0.0924893112851097,NA
"chr14",63670940,63671737,798,"*",3,1.6720715098887e-05,1.70671415602904e-06,0.000832031055717942,4.57891433080051e-06,0.0791829471542876,0.0714617522037422,"RHOJ"
"chr10",134610598,134610861,264,"*",2,1.67380929179628e-05,1.10748698124846e-05,0.000285662920563105,1.69686700400845e-05,-0.185336484940593,-0.156067215281932,NA
"chr8",10755899,10756220,322,"*",3,1.67869824177321e-05,3.11614735632951e-06,0.0014003991283602,9.2284907506631e-06,-0.178053992026256,-0.132966391148598,"XKR6"
"chr6",32363875,32364075,201,"*",4,1.68177533179016e-05,0.000161530307089652,0.001343122738564,0.000116834322126182,-0.178039178799703,-0.102609634391197,"BTNL2"
"chr16",67516162,67516546,385,"*",3,1.68301085635292e-05,5.82780049173626e-06,0.00353858711851911,1.88112030240229e-05,0.118512757531045,0.0893337493761118,"RP11-297D21.4, AGRP"
"chr9",74763873,74764504,632,"*",5,1.6883543840751e-05,2.37311774049347e-05,0.00267298644236922,8.89526184028719e-06,-0.165752433887205,0.0117616813764359,"GDA"
"chr16",27052228,27052337,110,"*",2,1.69065576695381e-05,5.59570635189727e-06,0.000449994164570396,1.08125015415162e-05,-0.231985719198672,-0.174426087498473,NA
"chr17",41278135,41278444,310,"*",7,1.6985710481912e-05,9.52017650737844e-07,0.00422157916557166,5.29373204313523e-06,-0.126037362607639,-0.0834181700053384,"NBR2"
"chr10",134733735,134734134,400,"*",2,1.6989544643375e-05,9.39402807829111e-05,0.00357390833392789,0.000173986059284688,-0.165664918348117,-0.141337020912137,"TTC40"
"chr3",50425602,50425698,97,"*",2,1.70300749771625e-05,7.89352014002765e-06,0.000807361000428499,1.60268673071961e-05,0.124726693322601,0.100221889608586,"CACNA2D2"
"chr1",36396823,36397261,439,"*",5,1.7070729675612e-05,6.81047162250871e-06,0.00273353961307447,1.54743797553572e-05,-0.0169617236335949,-0.0100273829486728,"AGO3"
"chr20",44097320,44097731,412,"*",4,1.70758256264954e-05,1.3436778783529e-05,0.00402330857561218,2.45405787091873e-05,-0.137257994982435,-0.0954742840304122,"AL031663.1"
"chr22",43739629,43740230,602,"*",4,1.70814922507457e-05,0.000477891075606157,0.00119244447103602,2.92068122517692e-05,0.172242000374223,0.0789787406760536,NA
"chr16",7354254,7354685,432,"*",2,1.70939729374603e-05,0.000202968181352469,0.000163436677898356,8.36235664979993e-05,0.172168523654957,0.11554871990699,"RBFOX1"
"chr19",55865825,55866677,853,"*",9,1.70984643681887e-05,5.27233082948399e-06,0.00619339554168166,1.12427423575805e-05,0.115696740356548,0.0448622047485603,"COX6B2, CTD-2105E13.6, FAM71E2"
"chr2",166325614,166325622,9,"*",2,1.71060261639968e-05,9.25866581556715e-06,0.000188407344169749,1.26748394309339e-05,0.163465604952692,0.125015081900943,NA
"chr7",98600653,98600799,147,"*",2,1.71323987703299e-05,4.79184351064033e-06,0.00073764885581599,1.01730091416974e-05,0.100265212256497,0.0980191601215143,"TRRAP"
"chr10",31435673,31435733,61,"*",2,1.71906500231087e-05,8.04936284649405e-06,0.000224332980587855,1.22364648702467e-05,0.133699912203972,0.10418787304524,NA
"chr12",247224,247459,236,"*",4,1.71910363925572e-05,9.76471540515603e-05,0.000598908795464032,2.745307421493e-05,-0.112204258922657,-0.0704215256058554,"IQSEC3, RP11-598F7.4"
"chr13",111288032,111288583,552,"*",4,1.72110917004235e-05,2.55471382033006e-05,0.0038879948748904,3.51291850864347e-05,0.0835054741797485,0.0601626775149807,"CARKD"
"chr19",52206224,52206912,689,"*",6,1.72311985671241e-05,1.69595529187956e-05,0.00431421852119996,1.68570869453945e-05,-0.116821265668133,-0.0558952146636026,"SPACA6P"
"chr3",182896670,182897196,527,"*",4,1.72597034155523e-05,5.54319747736036e-06,0.00251800112142463,1.43452076950039e-05,0.0652259391019452,0.0458219536513121,"MCF2L2"
"chr8",144803227,144803661,435,"*",5,1.7264488116447e-05,0.00129712908115039,0.00122393783518815,3.78414791247201e-05,0.135505841273351,0.0648639157590677,"MAPK15"
"chr8",81082895,81083829,935,"*",5,1.72992671932005e-05,0.000219208984341368,0.00408610577757409,1.77407370607334e-05,-0.143462042558922,-0.0450605409670696,"TPD52"
"chr16",1365773,1366380,608,"*",4,1.73426855928479e-05,1.69776545765928e-06,0.00377832038246538,7.05529950687944e-06,0.113895158925733,0.0776738996320747,"UBE2I"
"chr5",3590482,3591171,690,"*",5,1.7423930814535e-05,1.58975344180138e-05,0.00178229928124203,1.98801589932063e-05,-0.0942344953674373,-0.0621974426116104,NA
"chr5",1938296,1938619,324,"*",4,1.74282883738967e-05,2.44429162015603e-06,0.0032020838161611,8.5176887110858e-06,-0.162899136788466,-0.124839981326018,"RP11-259O2.1"
"chr4",184938291,184939030,740,"*",4,1.7488836837147e-05,8.65194612824494e-06,0.000784960753932742,1.49651298018962e-05,-0.197955830841299,-0.118470518918664,"STOX2"
"chr5",178415944,178416050,107,"*",2,1.75386995664465e-05,9.68663289858462e-06,0.000243578521513899,1.45595565560878e-05,-0.199182802040123,-0.151337430461219,"RP11-281O15.4, GRM6"
"chr19",36054519,36055013,495,"*",4,1.75800435722182e-05,3.39756401949679e-05,0.000265776328979674,2.76595020732515e-05,-0.0835623931413185,-0.0462351661307686,"ATP4A"
"chr4",74809912,74810310,399,"*",4,1.75905887854399e-05,1.94410468786004e-06,0.00312283564295516,6.61323419563892e-06,0.154762647389676,0.0748342719496155,"CXCL1P"
"chr10",134890052,134890406,355,"*",3,1.76160426820182e-05,1.63980484673044e-05,0.000548167049753811,2.43028443367288e-05,-0.175668876261804,-0.10188096543009,"GPR123"
"chr6",41516085,41516486,402,"*",3,1.76359939339988e-05,5.56391656028244e-06,0.00169372063370996,1.48874664079644e-05,-0.0696599298981587,-0.0595742232059169,"FOXP4, RP11-328M4.2"
"chr4",7486195,7486772,578,"*",2,1.76579128060162e-05,1.63097590583688e-05,0.000748350418492193,2.90813013610164e-05,-0.151200575111052,-0.124943349673062,"SORCS2"
"chr5",3288637,3289014,378,"*",4,1.768419794017e-05,1.92146122023642e-05,0.000273326810622817,1.83233540466063e-05,-0.211220919293713,-0.0989183207600744,NA
"chr10",102987993,102988852,860,"*",7,1.77380939303451e-05,8.56731032814686e-05,0.00551305667881915,4.59653355974922e-05,0.0878359097398943,0.0207209928164092,"LBX1"
"chr15",40763763,40764195,433,"*",3,1.77664150084086e-05,7.72657909246342e-05,0.00156068995642707,0.000114785002036953,-0.0400747920778766,-0.0180186979304872,"CHST14"
"chr5",173472066,173472097,32,"*",2,1.77881451264085e-05,0.000121408082539536,7.32173171766627e-05,3.23676487724643e-05,-0.168511589889583,-0.104028940548887,NA
"chr15",22922243,22922301,59,"*",2,1.78436500431105e-05,1.90770174441024e-05,0.000361902535609277,2.76788291746997e-05,0.0968303752957053,0.0901375045556609,"CYFIP1"
"chr4",159816181,159816397,217,"*",2,1.78692327496681e-05,1.0815576303474e-05,0.000215303126715314,1.50938913962983e-05,0.113157118751807,0.092902030004265,"FNIP2, C4orf45"
"chr17",47589594,47590326,733,"*",5,1.79084818044597e-05,1.66480005306584e-06,0.00669547806535506,1.01851765375609e-05,0.0879338540867312,0.0598654616774326,"NGFR, RP5-1029K10.2"
"chr4",21854961,21855582,622,"*",2,1.79388469117925e-05,4.23138107326535e-06,0.000442914620667831,8.46402530570532e-06,-0.206064457288833,-0.175059224168751,"KCNIP4"
"chr5",19886414,19886600,187,"*",3,1.79567354399896e-05,2.37729864819133e-05,0.000486321816942613,1.9357597848311e-05,0.143097115496639,0.0923326291732178,"CDH18"
"chr12",130645423,130647213,1791,"*",10,1.79944477197159e-05,5.2371529943289e-06,0.010992803879356,1.63474218709685e-06,0.0772737509626258,0.0450741212474277,"FZD10, FZD10-AS1"
"chr11",61717225,61717780,556,"*",5,1.81159749948387e-05,2.51891149638922e-05,0.00182949732626968,5.38454533922109e-05,0.0892566765511201,0.0622867568623487,"BEST1"
"chr14",69415588,69416134,547,"*",2,1.81780625022886e-05,3.61730424250073e-06,0.000572304002901775,7.72495665798373e-06,0.131839671161426,0.123483712601238,"ACTN1"
